usia,pekerjaan,status_pernikahan,pendidikan,saldo_rekening,kategori_saldo,punya_kpr,punya_pinjaman,pernah_gagal_bayar,metode_penawaran,periode_penawaran,frekuensi_kontak,durasi_interaksi_detik,pernah_ditawari_sebelumnya,hasil_penawaran_sebelumnya,respon_penawaran_deposito,lama_nasabah_tahun,segmen_nasabah
59,karyawan,menikah,smp,19120630,menengah,tidak,tidak,tidak,whatsapp,Mar,3,77,tidak,tidak_ada,0,8,loyal
29,tidak_bekerja,menikah,sma,2262934,rendah,tidak,tidak,tidak,whatsapp,Agu,4,335,tidak,tidak_ada,0,6,loyal
33,pns,menikah,sma,9321292,menengah,tidak,ya,ya,telepon,Mei,4,298,ya,gagal,0,1,existing
58,karyawan,lajang,sd,23500470,menengah,tidak,tidak,tidak,whatsapp,Feb,2,455,ya,gagal,1,11,loyal
49,karyawan,cerai,s1,23278591,menengah,tidak,ya,tidak,whatsapp,Jun,2,27,tidak,tidak_ada,0,11,loyal
32,karyawan,lajang,sma,13155323,menengah,tidak,tidak,tidak,whatsapp,Jul,1,28,tidak,tidak_ada,0,5,loyal
44,buruh,menikah,sma,9141377,menengah,tidak,tidak,tidak,telepon,Mar,4,252,ya,gagal,1,0,baru
45,karyawan,lajang,d3,10983513,menengah,tidak,tidak,tidak,whatsapp,Jul,3,192,tidak,tidak_ada,1,9,loyal
34,karyawan,menikah,sma,20191454,menengah,tidak,ya,tidak,whatsapp,Jun,6,250,tidak,tidak_ada,0,19,loyal
63,pns,menikah,d3,20248781,menengah,tidak,ya,tidak,whatsapp,Jul,3,173,ya,gagal,0,6,loyal
19,wiraswasta,lajang,sd,5750349,menengah,tidak,tidak,ya,telepon,Feb,4,124,tidak,tidak_ada,0,10,loyal
53,buruh,menikah,,3347229,rendah,ya,ya,tidak,email,Jan,2,35,tidak,tidak_ada,0,7,loyal
24,pns,lajang,sma,34843699,menengah,tidak,ya,tidak,email,Agu,1,52,tidak,tidak_ada,0,2,existing
30,karyawan,menikah,s2,55435359,tinggi,ya,ya,tidak,whatsapp,Agu,1,594,tidak,tidak_ada,0,4,existing
32,tidak_bekerja,menikah,sma,5830678,menengah,tidak,tidak,tidak,email,Sep,4,189,tidak,tidak_ada,0,18,loyal
42,karyawan,menikah,d3,9128529,menengah,ya,tidak,tidak,telepon,Agu,2,245,tidak,tidak_ada,0,8,loyal
40,wiraswasta,menikah,smp,84946274,tinggi,tidak,tidak,tidak,whatsapp,Jul,5,331,tidak,tidak_ada,0,2,existing
39,pelajar,menikah,sma,2917279,rendah,tidak,tidak,tidak,telepon,Mar,2,260,tidak,tidak_ada,1,0,baru
43,karyawan,lajang,sd,21097768,menengah,tidak,ya,tidak,telepon,Mar,1,675,tidak,tidak_ada,1,0,baru
50,tidak_bekerja,cerai,s1,19643266,menengah,tidak,tidak,tidak,whatsapp,Jan,3,695,tidak,tidak_ada,0,6,loyal
28,wiraswasta,cerai,sma,7472421,menengah,tidak,tidak,tidak,email,Jun,6,41,tidak,tidak_ada,1,1,existing
27,karyawan,menikah,sma,25893152,menengah,tidak,tidak,tidak,email,Nov,1,14,tidak,tidak_ada,0,13,loyal
42,tidak_bekerja,menikah,d3,1653895,rendah,tidak,tidak,tidak,telepon,Mei,1,168,ya,berhasil,0,4,existing
54,wiraswasta,menikah,smp,12835910,menengah,tidak,tidak,tidak,email,Nov,3,226,ya,gagal,1,5,loyal
60,pns,menikah,sma,163467704,tinggi,tidak,ya,tidak,email,Mar,2,211,ya,berhasil,0,4,existing
55,wiraswasta,menikah,smp,39283699,menengah,ya,ya,tidak,whatsapp,Jun,3,202,tidak,tidak_ada,0,7,loyal
58,buruh,menikah,s1,29252552,menengah,tidak,tidak,tidak,whatsapp,Feb,3,65,tidak,tidak_ada,0,20,loyal
62,karyawan,menikah,sma,30636967,menengah,tidak,tidak,tidak,email,Sep,4,165,tidak,tidak_ada,0,15,loyal
41,karyawan,lajang,s2,21922713,menengah,tidak,tidak,tidak,telepon,Jul,4,308,ya,gagal,0,2,existing
57,wiraswasta,menikah,smp,12951569,menengah,tidak,ya,tidak,whatsapp,Sep,2,53,ya,berhasil,0,15,loyal
63,karyawan,menikah,sd,45688273,menengah,ya,ya,tidak,telepon,Sep,2,876,tidak,tidak_ada,0,8,loyal
50,pns,lajang,s1,18914031,menengah,tidak,tidak,tidak,whatsapp,Agu,3,451,tidak,tidak_ada,1,11,loyal
34,wiraswasta,menikah,sma,20610052,menengah,ya,tidak,tidak,whatsapp,Apr,6,45,tidak,tidak_ada,0,7,loyal
41,karyawan,menikah,sma,12065261,menengah,tidak,tidak,tidak,email,Feb,2,340,ya,gagal,0,9,loyal
54,karyawan,menikah,sma,15929559,menengah,tidak,ya,tidak,whatsapp,Des,5,788,tidak,tidak_ada,0,5,loyal
19,pns,lajang,sma,13046695,menengah,ya,ya,ya,email,Jan,3,9,ya,gagal,0,3,existing
49,buruh,menikah,d3,6738994,menengah,tidak,tidak,tidak,whatsapp,Sep,1,154,ya,gagal,0,6,loyal
41,wiraswasta,lajang,sma,19582303,menengah,tidak,ya,tidak,telepon,Okt,2,324,ya,gagal,0,6,loyal
26,wiraswasta,menikah,smp,3626874,rendah,tidak,tidak,tidak,whatsapp,Mar,4,251,tidak,tidak_ada,0,5,loyal
21,karyawan,lajang,s1,19393025,menengah,tidak,tidak,tidak,email,Jul,3,97,ya,gagal,0,12,loyal
34,pelajar,menikah,sma,1770904,rendah,tidak,ya,tidak,whatsapp,Jul,2,215,tidak,tidak_ada,0,10,loyal
34,karyawan,menikah,smp,711568,rendah,tidak,tidak,tidak,email,Sep,3,184,ya,gagal,0,3,existing
47,wiraswasta,menikah,sma,4487572,rendah,tidak,tidak,tidak,whatsapp,Agu,1,231,tidak,tidak_ada,0,2,existing
57,pelajar,menikah,s1,1828033,rendah,tidak,tidak,tidak,email,Mei,3,133,tidak,tidak_ada,0,0,baru
28,tidak_bekerja,menikah,sma,9225130,menengah,tidak,ya,tidak,email,Nov,2,30,tidak,tidak_ada,0,19,loyal
38,wiraswasta,menikah,sma,36581333,menengah,ya,tidak,tidak,whatsapp,Nov,2,85,tidak,tidak_ada,0,4,existing
38,pns,menikah,s1,9413093,menengah,tidak,ya,ya,telepon,Jul,5,29,tidak,tidak_ada,0,8,loyal
35,wiraswasta,menikah,d3,15901882,menengah,tidak,tidak,tidak,email,Feb,2,71,tidak,tidak_ada,0,11,loyal
46,tidak_bekerja,menikah,d3,9707733,menengah,ya,ya,tidak,whatsapp,Jul,1,169,ya,gagal,0,2,existing
41,wiraswasta,menikah,sma,11122972,menengah,tidak,ya,tidak,whatsapp,Mar,3,46,tidak,tidak_ada,0,9,loyal
27,karyawan,menikah,d3,4859479,rendah,tidak,tidak,tidak,email,Mei,2,7,tidak,tidak_ada,0,1,existing
62,buruh,menikah,sma,13977145,menengah,tidak,tidak,tidak,whatsapp,Okt,3,215,tidak,tidak_ada,0,1,existing
34,karyawan,cerai,s1,38465604,menengah,ya,tidak,tidak,whatsapp,Jul,3,180,tidak,tidak_ada,1,3,existing
35,karyawan,menikah,smp,8270792,menengah,ya,tidak,tidak,whatsapp,Apr,3,152,tidak,tidak_ada,0,4,existing
59,karyawan,menikah,sma,28351649,menengah,tidak,tidak,tidak,telepon,Jan,2,373,ya,gagal,0,2,existing
37,buruh,menikah,sd,5196129,menengah,ya,ya,tidak,whatsapp,Apr,3,466,ya,gagal,0,6,loyal
54,karyawan,menikah,sma,10249986,menengah,tidak,tidak,tidak,telepon,Jul,6,251,tidak,tidak_ada,0,8,loyal
62,buruh,cerai,smp,17601260,menengah,tidak,ya,tidak,telepon,Jul,5,72,tidak,tidak_ada,0,16,loyal
35,wiraswasta,menikah,s1,9906258,menengah,tidak,tidak,tidak,telepon,Nov,2,397,tidak,tidak_ada,1,10,loyal
34,karyawan,menikah,s1,27818617,menengah,ya,ya,tidak,email,Feb,3,119,tidak,tidak_ada,0,7,loyal
26,wiraswasta,menikah,d3,18417392,menengah,tidak,tidak,tidak,whatsapp,Des,2,47,tidak,tidak_ada,0,7,loyal
31,karyawan,cerai,smp,11631163,menengah,ya,ya,tidak,email,Apr,1,42,ya,berhasil,1,8,loyal
46,pelajar,menikah,sma,1561580,rendah,tidak,tidak,tidak,whatsapp,Feb,9,175,tidak,tidak_ada,0,3,existing
48,pns,menikah,s1,8249569,menengah,ya,ya,tidak,whatsapp,Jun,1,179,ya,berhasil,0,11,loyal
21,wiraswasta,lajang,,12519199,menengah,tidak,ya,ya,email,Okt,3,146,tidak,tidak_ada,0,9,loyal
35,karyawan,menikah,sma,8988633,menengah,tidak,tidak,tidak,whatsapp,Jul,3,188,tidak,tidak_ada,0,6,loyal
37,pns,menikah,sma,17364138,menengah,tidak,tidak,tidak,telepon,Feb,1,298,tidak,tidak_ada,0,2,existing
64,buruh,menikah,s2,2698575,rendah,tidak,ya,tidak,whatsapp,Mar,2,139,ya,gagal,0,14,loyal
60,pns,menikah,sma,18058675,menengah,tidak,tidak,tidak,whatsapp,Agu,3,65,ya,gagal,0,2,existing
61,buruh,menikah,sd,9476228,menengah,tidak,tidak,tidak,email,Des,2,111,tidak,tidak_ada,0,2,existing
26,karyawan,menikah,d3,6953690,menengah,tidak,tidak,tidak,whatsapp,Okt,1,168,tidak,tidak_ada,0,1,existing
30,buruh,menikah,sma,8928946,menengah,ya,ya,tidak,telepon,Des,5,133,ya,gagal,1,20,loyal
32,karyawan,menikah,d3,29542020,menengah,tidak,ya,tidak,telepon,Apr,2,296,tidak,tidak_ada,0,3,existing
44,karyawan,menikah,smp,5319323,menengah,tidak,tidak,tidak,telepon,Jun,1,266,tidak,tidak_ada,0,14,loyal
32,buruh,cerai,sma,2757930,rendah,ya,ya,tidak,telepon,Okt,2,165,tidak,tidak_ada,0,0,baru
45,tidak_bekerja,menikah,sma,1063938,rendah,tidak,ya,tidak,whatsapp,Jul,3,211,tidak,tidak_ada,0,10,loyal
54,pns,menikah,sma,27040622,menengah,ya,ya,tidak,whatsapp,Jul,5,66,ya,gagal,0,0,baru
36,karyawan,menikah,s1,16182385,menengah,tidak,ya,tidak,telepon,Des,5,185,tidak,tidak_ada,1,9,loyal
43,karyawan,menikah,s2,3691640,rendah,tidak,tidak,tidak,whatsapp,Okt,2,119,tidak,tidak_ada,0,3,existing
43,wiraswasta,menikah,s1,10968637,menengah,tidak,ya,tidak,email,Jan,2,127,ya,gagal,0,0,baru
42,tidak_bekerja,menikah,s1,4543801,rendah,tidak,ya,tidak,whatsapp,Des,2,120,tidak,tidak_ada,0,3,existing
43,karyawan,menikah,sma,17266048,menengah,tidak,ya,tidak,whatsapp,Okt,4,101,tidak,tidak_ada,1,1,existing
43,buruh,menikah,smp,15107756,menengah,tidak,tidak,tidak,whatsapp,Sep,3,156,tidak,tidak_ada,0,2,existing
63,karyawan,menikah,d3,6720388,menengah,tidak,tidak,tidak,whatsapp,Feb,1,61,tidak,tidak_ada,1,10,loyal
45,buruh,cerai,smp,5819680,menengah,ya,tidak,tidak,whatsapp,Mar,2,235,tidak,tidak_ada,0,13,loyal
35,tidak_bekerja,menikah,sma,1291175,rendah,ya,tidak,tidak,telepon,Agu,1,10,tidak,tidak_ada,0,5,loyal
49,wiraswasta,menikah,d3,25022093,menengah,ya,tidak,tidak,telepon,Des,1,319,tidak,tidak_ada,0,5,loyal
20,wiraswasta,lajang,,13222595,menengah,tidak,ya,tidak,telepon,Apr,8,597,tidak,tidak_ada,0,6,loyal
19,buruh,menikah,sma,5290954,menengah,tidak,tidak,tidak,whatsapp,Jun,4,232,tidak,tidak_ada,0,6,loyal
50,wiraswasta,menikah,s1,15036851,menengah,tidak,ya,tidak,telepon,Sep,1,305,ya,gagal,0,2,existing
59,pns,menikah,s1,37177209,menengah,tidak,tidak,tidak,email,Des,4,117,tidak,tidak_ada,0,20,loyal
36,pelajar,menikah,sma,1271281,rendah,tidak,tidak,tidak,whatsapp,Sep,4,53,tidak,tidak_ada,0,9,loyal
34,karyawan,menikah,d3,5649448,menengah,ya,ya,ya,telepon,Jun,3,160,ya,gagal,1,12,loyal
61,buruh,menikah,sma,8200507,menengah,tidak,tidak,tidak,telepon,Des,2,395,tidak,tidak_ada,0,5,loyal
50,karyawan,cerai,s2,88955732,tinggi,tidak,ya,tidak,whatsapp,Apr,1,52,tidak,tidak_ada,0,11,loyal
29,tidak_bekerja,menikah,sma,751822,rendah,tidak,tidak,tidak,telepon,Mar,1,186,tidak,tidak_ada,0,10,loyal
20,karyawan,menikah,s1,4190767,rendah,tidak,tidak,tidak,whatsapp,Mei,5,93,tidak,tidak_ada,0,13,loyal
60,pns,menikah,s1,24537659,menengah,tidak,tidak,tidak,email,Apr,3,129,tidak,tidak_ada,0,0,baru
43,karyawan,lajang,d3,43016677,menengah,tidak,tidak,tidak,whatsapp,Mei,2,58,tidak,tidak_ada,0,0,baru
52,karyawan,menikah,s1,22539056,menengah,ya,tidak,tidak,telepon,Okt,2,208,tidak,tidak_ada,1,8,loyal
25,karyawan,menikah,sma,7277423,menengah,tidak,tidak,ya,whatsapp,Sep,2,214,tidak,tidak_ada,0,4,existing
53,pns,lajang,s1,26721038,menengah,ya,tidak,tidak,telepon,Mar,3,253,ya,gagal,1,13,loyal
24,wiraswasta,lajang,d3,28075096,menengah,tidak,tidak,tidak,email,Mar,4,88,tidak,tidak_ada,0,2,existing
63,buruh,menikah,sma,4045972,rendah,tidak,ya,tidak,whatsapp,Jan,3,497,ya,gagal,0,3,existing
63,karyawan,menikah,sd,39814637,menengah,tidak,ya,tidak,whatsapp,Apr,2,217,tidak,tidak_ada,0,5,loyal
53,pns,menikah,sma,18571003,menengah,tidak,tidak,tidak,whatsapp,Nov,3,214,tidak,tidak_ada,0,15,loyal
33,pns,menikah,s1,3794560,rendah,tidak,ya,ya,whatsapp,Des,2,153,tidak,tidak_ada,0,1,existing
41,karyawan,menikah,s1,13517675,menengah,tidak,tidak,tidak,email,Apr,2,224,tidak,tidak_ada,0,12,loyal
18,wiraswasta,lajang,s1,8713998,menengah,tidak,tidak,tidak,telepon,Des,1,731,ya,gagal,0,20,loyal
42,wiraswasta,lajang,smp,76797053,tinggi,ya,tidak,tidak,whatsapp,Sep,3,51,tidak,tidak_ada,0,11,loyal
27,karyawan,menikah,sma,3904911,rendah,tidak,ya,tidak,telepon,Jun,1,66,ya,berhasil,0,7,loyal
33,karyawan,lajang,sma,9011624,menengah,tidak,tidak,tidak,email,Agu,3,35,tidak,tidak_ada,0,7,loyal
33,pns,lajang,d3,18898675,menengah,ya,tidak,tidak,whatsapp,Jun,6,43,tidak,tidak_ada,0,2,existing
25,karyawan,menikah,sma,110953186,tinggi,tidak,tidak,tidak,telepon,Okt,3,33,tidak,tidak_ada,0,5,loyal
46,pns,menikah,d3,85010397,tinggi,ya,ya,tidak,whatsapp,Mar,1,196,tidak,tidak_ada,0,7,loyal
56,tidak_bekerja,menikah,sma,3808407,rendah,tidak,tidak,tidak,email,Feb,4,57,tidak,tidak_ada,0,6,loyal
45,wiraswasta,lajang,sma,30497825,menengah,tidak,tidak,tidak,whatsapp,Jan,4,259,tidak,tidak_ada,0,1,existing
23,wiraswasta,lajang,d3,30172475,menengah,ya,ya,tidak,telepon,Des,1,52,tidak,tidak_ada,0,1,existing
33,karyawan,menikah,sma,5596461,menengah,ya,tidak,tidak,whatsapp,Apr,4,206,tidak,tidak_ada,1,3,existing
37,buruh,lajang,smp,5411400,menengah,tidak,ya,ya,whatsapp,Apr,3,253,tidak,tidak_ada,0,7,loyal
33,karyawan,lajang,s1,47177742,menengah,tidak,ya,tidak,telepon,Jul,2,151,tidak,tidak_ada,1,1,existing
24,wiraswasta,lajang,sma,19301143,menengah,tidak,ya,tidak,whatsapp,Okt,2,168,tidak,tidak_ada,0,3,existing
58,tidak_bekerja,lajang,d3,23369724,menengah,tidak,ya,ya,whatsapp,Jul,2,231,tidak,tidak_ada,0,4,existing
31,wiraswasta,menikah,smp,11743457,menengah,tidak,ya,tidak,email,Agu,1,53,ya,gagal,0,9,loyal
60,pns,menikah,d3,18992500,menengah,tidak,ya,tidak,telepon,Apr,1,714,ya,gagal,0,4,existing
43,wiraswasta,menikah,s1,19421560,menengah,ya,ya,tidak,whatsapp,Agu,3,14,tidak,tidak_ada,0,10,loyal
43,karyawan,lajang,sd,4834973,rendah,tidak,tidak,tidak,telepon,Jul,3,433,tidak,tidak_ada,1,1,existing
31,buruh,cerai,s2,12106130,menengah,tidak,tidak,tidak,email,Jan,2,70,ya,gagal,1,3,existing
24,karyawan,lajang,sd,9190576,menengah,tidak,tidak,tidak,whatsapp,Mar,1,252,ya,berhasil,0,5,loyal
50,pns,menikah,sd,22786054,menengah,ya,ya,ya,whatsapp,Mar,3,317,ya,gagal,0,3,existing
43,karyawan,menikah,s1,9102478,menengah,ya,ya,tidak,whatsapp,Nov,3,208,ya,gagal,0,2,existing
62,buruh,menikah,d3,27470572,menengah,tidak,ya,tidak,whatsapp,Apr,5,62,tidak,tidak_ada,0,19,loyal
37,karyawan,menikah,smp,44246855,menengah,ya,tidak,tidak,whatsapp,Jul,2,559,ya,berhasil,0,9,loyal
20,wiraswasta,menikah,s1,16799212,menengah,tidak,tidak,tidak,telepon,Jan,3,230,tidak,tidak_ada,0,0,baru
21,wiraswasta,lajang,d3,4725491,rendah,ya,tidak,tidak,whatsapp,Jul,5,165,tidak,tidak_ada,0,2,existing
43,wiraswasta,menikah,smp,44302327,menengah,tidak,tidak,tidak,whatsapp,Agu,1,82,ya,gagal,0,9,loyal
28,karyawan,menikah,s1,34669930,menengah,ya,ya,tidak,whatsapp,Sep,1,83,ya,gagal,1,4,existing
19,wiraswasta,menikah,sma,6179753,menengah,tidak,tidak,tidak,telepon,Agu,3,215,tidak,tidak_ada,1,7,loyal
31,karyawan,lajang,sma,11939835,menengah,tidak,tidak,tidak,whatsapp,Jul,4,785,tidak,tidak_ada,0,12,loyal
61,wiraswasta,menikah,s1,27136060,menengah,tidak,ya,tidak,email,Apr,2,285,ya,gagal,0,1,existing
47,karyawan,menikah,d3,43270734,menengah,ya,ya,tidak,whatsapp,Mei,1,211,ya,gagal,0,9,loyal
29,wiraswasta,lajang,sma,15372632,menengah,tidak,tidak,tidak,telepon,Nov,3,146,tidak,tidak_ada,0,6,loyal
43,karyawan,cerai,s1,37074304,menengah,tidak,tidak,tidak,telepon,Okt,1,303,ya,gagal,0,2,existing
61,tidak_bekerja,menikah,s1,2071782,rendah,tidak,ya,tidak,telepon,Mar,1,170,ya,berhasil,1,4,existing
50,wiraswasta,menikah,smp,7879214,menengah,tidak,ya,tidak,telepon,Des,4,683,tidak,tidak_ada,0,0,baru
30,karyawan,lajang,s1,69747492,tinggi,ya,ya,tidak,telepon,Jan,4,475,tidak,tidak_ada,1,19,loyal
31,wiraswasta,menikah,sma,4935692,rendah,tidak,tidak,tidak,email,Feb,3,138,tidak,tidak_ada,0,1,existing
41,buruh,lajang,sma,3078241,rendah,ya,tidak,tidak,whatsapp,Feb,2,10,tidak,tidak_ada,0,11,loyal
51,karyawan,menikah,s2,34331522,menengah,ya,ya,tidak,whatsapp,Agu,2,74,tidak,tidak_ada,0,5,loyal
61,pns,menikah,s1,13456919,menengah,tidak,tidak,tidak,whatsapp,Jun,2,273,tidak,tidak_ada,0,6,loyal
43,wiraswasta,menikah,sma,12058560,menengah,tidak,ya,tidak,telepon,Jul,1,220,tidak,tidak_ada,0,8,loyal
38,karyawan,menikah,d3,12354904,menengah,tidak,tidak,tidak,whatsapp,Sep,3,108,tidak,tidak_ada,0,16,loyal
45,buruh,menikah,sma,1044546,rendah,tidak,ya,tidak,email,Mar,4,242,tidak,tidak_ada,0,7,loyal
53,wiraswasta,lajang,smp,71508281,tinggi,ya,ya,tidak,whatsapp,Apr,1,95,ya,berhasil,0,13,loyal
57,karyawan,menikah,s1,21022861,menengah,tidak,tidak,tidak,whatsapp,Agu,2,521,tidak,tidak_ada,0,14,loyal
19,buruh,lajang,s1,2224294,rendah,ya,ya,ya,whatsapp,Agu,1,238,ya,gagal,0,9,loyal
59,pelajar,cerai,s1,883425,rendah,tidak,ya,ya,telepon,Jun,3,794,ya,gagal,0,9,loyal
26,tidak_bekerja,menikah,sma,832267,rendah,tidak,ya,tidak,telepon,Sep,3,196,ya,gagal,1,14,loyal
40,pelajar,menikah,smp,784831,rendah,tidak,ya,tidak,whatsapp,Apr,4,94,ya,gagal,0,0,baru
32,pns,lajang,s1,18228997,menengah,tidak,tidak,tidak,whatsapp,Okt,3,69,tidak,tidak_ada,0,9,loyal
30,buruh,menikah,sma,5967368,menengah,tidak,tidak,ya,whatsapp,Mar,2,106,ya,berhasil,0,7,loyal
40,karyawan,lajang,sd,26186350,menengah,tidak,ya,tidak,whatsapp,Des,2,48,ya,gagal,0,3,existing
34,buruh,menikah,s2,9312635,menengah,tidak,tidak,tidak,telepon,Okt,2,180,tidak,tidak_ada,1,12,loyal
19,wiraswasta,lajang,s1,29275652,menengah,tidak,tidak,tidak,email,Jun,5,45,tidak,tidak_ada,0,3,existing
37,karyawan,menikah,sma,58233007,tinggi,ya,tidak,tidak,telepon,Des,2,179,tidak,tidak_ada,0,12,loyal
37,wiraswasta,lajang,sd,65081178,tinggi,ya,ya,tidak,telepon,Jul,3,91,ya,gagal,0,16,loyal
63,karyawan,menikah,smp,44899576,menengah,tidak,tidak,tidak,email,Jan,2,199,ya,berhasil,1,8,loyal
20,pns,lajang,sma,15680293,menengah,ya,tidak,tidak,whatsapp,Apr,2,22,tidak,tidak_ada,0,13,loyal
29,wiraswasta,lajang,sma,36769640,menengah,ya,ya,tidak,email,Jan,3,218,tidak,tidak_ada,0,3,existing
57,tidak_bekerja,menikah,d3,2767017,rendah,tidak,ya,tidak,email,Okt,7,73,tidak,tidak_ada,0,1,existing
19,karyawan,lajang,s1,9484823,menengah,tidak,tidak,tidak,telepon,Jun,1,188,ya,gagal,0,8,loyal
53,wiraswasta,menikah,sma,130402989,tinggi,ya,ya,tidak,whatsapp,Okt,3,35,ya,berhasil,0,5,loyal
31,karyawan,menikah,d3,8227904,menengah,tidak,ya,tidak,email,Apr,2,113,tidak,tidak_ada,1,5,loyal
33,wiraswasta,lajang,s1,10000224,menengah,tidak,tidak,tidak,telepon,Agu,5,196,tidak,tidak_ada,0,1,existing
36,pns,lajang,d3,11931416,menengah,ya,ya,ya,whatsapp,Des,6,383,tidak,tidak_ada,0,17,loyal
51,pns,lajang,s1,12063229,menengah,tidak,tidak,tidak,whatsapp,Okt,3,91,tidak,tidak_ada,0,1,existing
61,buruh,cerai,s1,4722685,rendah,ya,ya,tidak,telepon,Okt,6,86,tidak,tidak_ada,0,3,existing
63,buruh,menikah,smp,8463073,menengah,tidak,tidak,tidak,whatsapp,Nov,1,206,tidak,tidak_ada,0,6,loyal
23,karyawan,lajang,s1,15681394,menengah,tidak,ya,tidak,telepon,Feb,2,278,ya,gagal,0,11,loyal
30,karyawan,menikah,smp,30462478,menengah,ya,ya,tidak,telepon,Jul,1,238,ya,gagal,0,9,loyal
53,pns,menikah,s2,109911618,tinggi,tidak,ya,tidak,telepon,Apr,4,135,tidak,tidak_ada,0,0,baru
39,wiraswasta,cerai,d3,13940271,menengah,tidak,tidak,tidak,email,Apr,3,49,tidak,tidak_ada,0,0,baru
35,karyawan,menikah,sma,13438600,menengah,tidak,tidak,tidak,whatsapp,Okt,3,298,tidak,tidak_ada,0,8,loyal
29,wiraswasta,menikah,sma,2846199,rendah,tidak,ya,tidak,whatsapp,Jun,1,51,ya,gagal,0,0,baru
47,wiraswasta,menikah,smp,6030857,menengah,tidak,tidak,tidak,telepon,Feb,2,73,tidak,tidak_ada,1,7,loyal
57,wiraswasta,menikah,smp,20928324,menengah,tidak,tidak,tidak,whatsapp,Jun,6,159,tidak,tidak_ada,0,2,existing
24,buruh,lajang,s1,6615509,menengah,ya,tidak,tidak,whatsapp,Nov,3,106,ya,gagal,0,2,existing
49,wiraswasta,lajang,sma,36634427,menengah,ya,ya,ya,telepon,Mar,3,225,tidak,tidak_ada,0,2,existing
36,karyawan,menikah,sma,25133592,menengah,tidak,ya,tidak,email,Nov,1,20,tidak,tidak_ada,0,12,loyal
23,karyawan,menikah,s1,37965019,menengah,tidak,tidak,tidak,email,Jan,2,66,ya,berhasil,0,6,loyal
37,buruh,cerai,sma,21008858,menengah,ya,tidak,tidak,email,Jan,1,56,ya,gagal,0,2,existing
44,tidak_bekerja,lajang,s1,2825608,rendah,ya,ya,tidak,whatsapp,Jul,2,142,ya,gagal,0,0,baru
60,pns,menikah,sma,10732379,menengah,tidak,tidak,ya,telepon,Jun,4,147,ya,gagal,0,6,loyal
54,wiraswasta,menikah,smp,45320726,menengah,ya,tidak,tidak,telepon,Sep,8,445,tidak,tidak_ada,0,7,loyal
24,tidak_bekerja,lajang,s1,6417267,menengah,ya,tidak,tidak,whatsapp,Jun,1,83,tidak,tidak_ada,0,8,loyal
22,pns,lajang,d3,14877011,menengah,ya,ya,tidak,whatsapp,Feb,1,183,ya,gagal,0,1,existing
28,buruh,menikah,smp,4170342,rendah,tidak,ya,ya,email,Okt,1,36,ya,gagal,0,4,existing
32,pns,menikah,sma,10154044,menengah,tidak,tidak,tidak,whatsapp,Jun,4,53,tidak,tidak_ada,0,4,existing
20,wiraswasta,lajang,s1,15191645,menengah,tidak,tidak,tidak,telepon,Mar,1,273,tidak,tidak_ada,1,4,existing
22,wiraswasta,lajang,sd,32499357,menengah,tidak,tidak,tidak,whatsapp,Mar,4,84,tidak,tidak_ada,0,15,loyal
40,karyawan,lajang,sma,8271863,menengah,tidak,tidak,tidak,whatsapp,Jan,1,321,tidak,tidak_ada,1,4,existing
54,karyawan,lajang,s1,8482603,menengah,tidak,ya,tidak,email,Jan,2,51,tidak,tidak_ada,0,9,loyal
26,buruh,lajang,s1,7575305,menengah,tidak,tidak,tidak,whatsapp,Okt,1,63,ya,berhasil,0,15,loyal
32,tidak_bekerja,menikah,s1,1430415,rendah,ya,tidak,tidak,telepon,Okt,4,285,ya,gagal,0,0,baru
20,pns,menikah,sma,14642262,menengah,tidak,tidak,tidak,whatsapp,Feb,1,218,ya,berhasil,0,11,loyal
46,wiraswasta,menikah,sma,23975821,menengah,ya,ya,tidak,email,Des,2,15,ya,gagal,0,9,loyal
23,karyawan,lajang,d3,12247415,menengah,tidak,ya,tidak,whatsapp,Jan,3,33,ya,berhasil,1,16,loyal
34,karyawan,menikah,smp,7900375,menengah,tidak,tidak,tidak,telepon,Jan,3,187,ya,gagal,0,6,loyal
43,wiraswasta,menikah,sma,119222471,tinggi,ya,ya,tidak,telepon,Mar,1,459,ya,gagal,0,18,loyal
38,wiraswasta,cerai,d3,29670509,menengah,tidak,tidak,tidak,telepon,Sep,1,161,tidak,tidak_ada,0,6,loyal
25,wiraswasta,cerai,s1,10150942,menengah,ya,ya,tidak,whatsapp,Jun,1,144,ya,gagal,0,0,baru
38,karyawan,menikah,smp,19879038,menengah,tidak,ya,ya,whatsapp,Jan,4,210,tidak,tidak_ada,0,12,loyal
28,tidak_bekerja,menikah,sma,15183316,menengah,ya,tidak,tidak,whatsapp,Des,3,144,ya,gagal,1,0,baru
55,wiraswasta,cerai,sma,25996422,menengah,ya,ya,tidak,whatsapp,Jan,3,300,tidak,tidak_ada,0,18,loyal
25,buruh,menikah,d3,15778613,menengah,tidak,ya,tidak,email,Apr,3,112,ya,gagal,0,0,baru
59,wiraswasta,cerai,d3,7830918,menengah,tidak,tidak,tidak,whatsapp,Jun,2,188,tidak,tidak_ada,0,10,loyal
41,karyawan,lajang,sma,7094437,menengah,tidak,tidak,tidak,telepon,Apr,1,164,ya,berhasil,0,1,existing
52,buruh,cerai,sd,1135573,rendah,tidak,tidak,tidak,whatsapp,Des,5,182,tidak,tidak_ada,1,6,loyal
